seqnames	start	end	gene
15	25513163	25514162	SNORD115-47
15	25514429	25515428	SNORD115-48
15	25522989	25523988	SNORD109B
15	25683676	25684675	UBE3A
15	26093473	26094472	MIR4715
15	26360459	26361458	LINC00929
15	27405967	27406966	GABRG3-AS1
15	28623283	28624282	GOLGA8F
15	28671136	28672135	MIR4509-2
15	28735492	28736491	MIR4509-3
15	28777644	28778643	GOLGA8G
15	28899087	28900086	HERC2P9
15	28957068	28958067	GOLGA8M
15	28982228	28983227	WHAMMP2
15	29032888	29033887	LOC100289656
15	29093322	29094321	GOLGA6L7P
15	29561521	29562520	NSMCE3
15	29966638	29967637	LOC100130111
15	30374657	30375656	GOLGA8J
15	30427489	30428488	GOLGA8T
15	30487738	30488737	DKFZP434L187
15	30705964	30706963	GOLGA8R
15	30864257	30865256	ULK4P2
15	30895732	30896731	GOLGA8H
15	30918378	30919377	ARHGAP11B
15	31109738	31110737	HERC2P10
15	31195575	31196574	FAN1
15	31283308	31284307	MTMR10
15	31356845	31357844	MIR211
15	31507723	31508722	LOC102725022
15	31522555	31523554	LOC283710
15	32694994	32695993	GOLGA8K
15	32726751	32727750	ULK4P1
15	32747336	32748335	GOLGA8O
15	32825443	32826442	WHAMMP1
15	32828459	32829458	LOC100996255
15	32906844	32907843	ARHGAP11A
15	32933313	32934312	SCG5
15	32964767	32965766	LOC105370757
15	33009704	33010703	GREM1
15	33010567	33011566	LOC100131315
15	33539257	33540256	TMCO5B
15	33602361	33603360	LOC101928134
15	34393554	34394553	EMC7
15	34393773	34394772	PGBD4
15	34516697	34517696	EMC4
15	34634863	34635862	NOP10
15	34635015	34636014	NUTM1
15	34658896	34659895	LPCAT4
15	34729168	34730167	GOLGA8A
15	34673852	34674851	MIR1233-1
15	34820073	34821072	MIR1233-2
15	35046283	35047282	GJD2
15	35046784	35047783	LOC101928174
15	35087428	35088427	ACTC1
15	35279998	35280997	ZNF770
15	35529026	35530025	ANP32AP1
15	35664066	35665065	MIR3942
15	36218556	36219555	MIR4510
15	37178235	37179234	LOC145845
15	37264603	37265602	MIR8063
15	38226307	38227306	TMCO5A
15	38332093	38333092	LOC101928227
15	38544551	38545550	SPRED1
15	38745827	38746826	FAM98B
15	38988298	38989297	C15orf53
15	39542369	39543368	C15orf54
15	39872779	39873778	THBS1
15	40074606	40075605	LOC105370941
15	40330904	40331903	SRP14
15	40331011	40332010	SRP14-AS1
15	40400586	40401585	BMF
15	40509128	40510127	BUB1B-PAK6
15	40530791	40531790	PAK6
15	40544611	40545610	C15orf56
15	40574288	40575287	ANKRD63
15	40599675	40600674	PLCB2
15	40615756	40616755	INAFM2
15	40642733	40643732	PHGR1
15	40649935	40650934	DISP2
15	40674421	40675420	KNSTRN
15	40697185	40698184	IVD
15	40731419	40732418	BAHD1
15	40856757	40857756	C15orf57
15	40824250	40825249	MRPL42P5
15	40860991	40861990	RPUSD2
15	40986804	40987803	RAD51-AS1
15	40986826	40987825	RAD51
15	41047035	41048034	RMDN3
15	41055784	41056783	GCHFR
15	41099177	41100176	DNAJC17
15	41061658	41062657	C15orf62
15	41098773	41099772	ZFYVE19
15	41120408	41121407	PPP1R14D
15	41135745	41136744	SPINT1
15	41165988	41166987	RHOV
15	41186127	41187126	VPS18
15	41198506	41199505	LOC105370943
15	41221030	41222029	DLL4
15	41244846	41245845	CHAC1
15	41522456	41523455	EXD1
15	41575700	41576699	OIP5-AS1
15	41624320	41625319	OIP5
15	41624391	41625390	NUSAP1
15	41708801	41709800	RTF1
15	41785555	41786554	ITPKA
15	41805586	41806585	LTK
15	41850719	41851718	TYRO3
15	41952109	41953108	MGA
15	41983282	41984281	MIR626
15	42119782	42120781	JMJD7
15	42119782	42120781	JMJD7-PLA2G4B
15	42130510	42131509	PLA2G4B
15	42185776	42186775	SPTBN5
15	42158250	42159249	MIR4310
15	42184474	42185473	LOC105370792
15	42213114	42214113	EHD4-AS1
15	42264460	42265459	PLA2G4E-AS1
15	42386253	42387252	PLA2G4D
15	42448340	42449339	PLA2G4F
15	42491365	42492364	MIR627
15	42565283	42566282	TMEM87A
15	42651197	42652196	CAPN3
15	42787003	42788002	SNAP23
15	42840503	42841502	LRRC57
15	43028918	43029917	CDAN1
15	43424812	43425811	TMEM62
15	43476965	43477964	CCNDBP1
15	43512824	43513823	EPB42
15	43558556	43559555	TGM5
15	43593954	43594953	TGM7
15	43622321	43623320	LCMT2
15	43622053	43623052	ADAL
15	43661759	43662758	ZSCAN29
15	43662756	43663755	TUBGCP4
15	43809305	43810304	MAP1A
15	43881952	43882951	PPIP5K1
15	43884554	43885553	CKMT1B
15	43940544	43941543	CATSPER2
15	43984483	43985482	CKMT1A
15	44037997	44038996	CATSPER2P1
15	44069003	44070002	ELL3
15	44068793	44069792	SERF2
15	44083673	44084672	SERF2-C15ORF63
15	44085458	44086457	MIR1282
15	44091796	44092795	SERINC4
15	44092118	44093117	HYPK
15	44116452	44117451	MFAP1
15	44118611	44119610	WDR76
15	44169870	44170869	PIN4P1
15	44719078	44720077	CTDSPL2
15	44828622	44829621	EIF3J-AS1
15	44828765	44829764	EIF3J
15	44955377	44956376	SPG11
15	44968587	44969586	PATL2
15	45003184	45004183	B2M
15	45020685	45021684	LOC100419583
15	45028059	45029058	TRIM69
15	45248399	45249398	TERB2
15	45405860	45406859	DUOX2
15	45406022	45407021	DUOXA2
15	45421576	45422575	DUOXA1
15	45421691	45422690	DUOX1
15	45570921	45571920	LOC101928414
15	45543927	45544926	SLC28A2
15	45694016	45695015	GATM
15	45694018	45695017	SPATA5L1
15	45722226	45723225	C15orf48
15	45724747	45725746	MIR147B
15	45814503	45815502	SLC30A4
15	45802833	45803832	HMGN2P46
15	45878820	45879819	BLOC1S6
15	45922845	45923844	SQRDL
15	48412668	48413667	SLC24A5
15	48470059	48471058	MYEF2
15	48483366	48484365	CTXN2
15	48497997	48498996	SLC12A1
15	49102844	49103843	CEP152
15	49169789	49170788	EID1
15	49447355	49448354	COPS2
15	49447994	49448993	NDUFAF4P1
15	49460851	49461850	MIR4716
15	49714874	49715873	FGF7
15	49912725	49913724	DTWD1
15	50473892	50474891	SLC27A2
15	50557663	50558662	HDC
15	50646577	50647576	FLJ10038
15	50645870	50646869	GABPB1-AS1
15	50652025	50653024	MIR4712
15	50838403	50839402	USP50
15	51057411	51058410	SPPL2A
15	51235825	51236824	DCAF13P3
15	51533886	51534885	MIR4713
15	51605805	51606804	MIR7973-2
15	51605730	51606729	MIR7973-1
15	51973049	51974048	SCG3
15	52043257	52044256	TMOD2
15	52215818	52216817	LOC100422556
15	52263499	52264498	LEO1
15	52310910	52311909	MAPK6
15	52404473	52405472	BCL2L10
15	52471722	52472721	CERNA1
15	52568898	52569897	MIR1266
15	52861144	52862143	ARPP19
15	53081710	53082709	ONECUT1
15	55348444	55349443	LOC105370829
15	55488732	55489731	RSL24D1
15	55610893	55611892	PIGBOS1
15	55610632	55611631	PIGB
15	55700209	55701208	CCPG1
15	55664733	55665732	MIR628
15	55799933	55800932	DYX1C1
15	56657121	56658120	TEX9
15	57210198	57211197	LOC145783
15	57592062	57593061	LINC00926
15	57610835	57611834	LINC01413
15	57998218	57999217	POLR2M
15	58790435	58791434	LIPC-AS1
15	58985307	58986306	HSP90AB4P
15	59062674	59063673	LOC101928725
15	59225376	59226375	SLTM
15	59396783	59397782	CCNB2
15	59462962	59463961	MIR2116
15	59498514	59499513	LDHAL6B
15	59903481	59904480	GCNT3
15	59949241	59950240	GTF2A2
15	59981234	59982233	BNIP2
15	60295920	60296919	FOXB1
15	60770860	60771859	ICE2
15	60973267	60974266	RORA-AS2
15	62352201	62353200	LOC101928907
15	62358675	62359674	C2CD4A
15	62456983	62457982	C2CD4B
15	62540495	62541494	GOLGA2P11
15	62596434	62597433	MIR8067
15	62634727	62635726	MIR6085
15	62936881	62937880	MGC15885
15	63115655	63116654	MIR190A
15	63334337	63335336	TPM1
15	63413498	63414497	LACTB
15	63449242	63450241	RPS27L
15	63481227	63482226	RAB8B
15	63673866	63674865	CA12
15	63892527	63893526	USP3-AS1
15	63889051	63890050	FBXL22
15	64162719	64163718	MIR422A
15	64385708	64386707	FAM96A
15	64387582	64388581	SNX1
15	64443415	64444414	SNX22
15	64454855	64455854	PPIB
15	64679387	64680386	PCLAF
15	64679502	64680501	TRIP4
15	64994981	64995980	OAZ2
15	65067287	65068286	RBPMS2
15	65054215	65055214	MIR1272
15	65117368	65118367	PIF1
15	65203600	65204599	ANKDD1A
15	65321478	65322477	MTFMT
15	65337207	65338206	SLC51B
15	65359951	65360950	RASL12
15	65368653	65369652	KBTBD13
15	65398198	65399197	UBAP1L
15	65425675	65426674	PDCD7
15	65477259	65478258	CLPX
15	65503341	65504340	CILP
15	65578682	65579681	PARP16
15	65587888	65588887	RNU5A-1
15	65596514	65597513	RNU5B-1
15	65714911	65715910	IGDCC4
15	65822326	65823325	HACD3
15	65903128	65904127	INTS14
15	66011171	66012170	MIR4511
15	66161296	66162295	RAB11A
15	66332070	66333069	MIR4311
15	66585094	66586093	DIS3L
15	66648555	66649554	TIPIN
15	66639181	66640180	SCARNA14
15	66789654	66790653	SNAPC5
15	66788873	66789872	MIR4512
15	66796694	66797693	RPL4
15	66793157	66794156	SNORD18C
15	66793930	66794929	SNORD18B
15	66794749	66795748	SNORD16
15	66795153	66796152	SNORD18A
15	66796920	66797919	ZWILCH
15	66994173	66995172	SMAD6
15	67356021	67357020	LOC102723493
15	67813021	67814020	C15orf61
15	68111541	68112540	SKOR1
15	68130718	68131717	LOC101929076
15	68131884	68132883	RNU6-1
15	68497949	68498948	CALML4
15	68521581	68522580	CLN6
15	68569640	68570639	FEM1B
15	69093765	69094764	MIR4312
15	69098941	69099940	ANP32A-IT1
15	69222338	69223337	SPESP1
15	69372689	69373688	EWSAT1
15	69706869	69707868	LOC145694
15	69744658	69745657	RPLP1
15	69884038	69885037	PCAT29
15	70127072	70128071	LINC00593
15	70371308	70372307	MIR629
15	70878446	70879445	LOC101929151
15	70907385	70908384	SALRNA3
15	70927087	70928086	SALRNA2
15	71146105	71147104	LARP6
15	71184273	71185272	THAP10
15	71407340	71408339	CT62
15	71480899	71481898	THSD4-AS1
15	71983379	71984378	THSD4-AS2
15	72102387	72103386	NR2E3
15	72406098	72407097	SENP8
15	72523466	72524465	PKM
15	72564417	72565416	PARP6
15	72612026	72613025	CELF6
15	72668315	72669314	HEXA
15	72667953	72668952	HEXA-AS1
15	72690167	72691166	TMEM202
15	72879057	72880056	MIR630
15	72928797	72929796	LOC102723640
15	72946537	72947536	GOLGA6B
15	72977991	72978990	HIGD2B
15	73075627	73076626	ADPGK
15	73074675	73075674	ADPGK-AS1
15	73661106	73662105	HCN4
15	73861385	73862384	NPTN-IT1
15	73976121	73977120	CD276
15	74044212	74045211	C15orf59
15	74059926	74060925	C15orf59-AS1
15	74165426	74166425	TBC1D21
15	74220090	74221089	LOXL1-AS1
15	74218298	74219297	LOXL1
15	74286464	74287463	STOML1
15	74374392	74375391	GOLGA6A
15	74421120	74422119	LOC283731
15	74421214	74422213	ISLR2
15	74465586	74466585	ISLR
15	74501547	74502546	STRA6
15	74659582	74660581	CYP11A1
15	74653392	74654391	LOC729739
15	74703274	74704273	MIR6881
15	74753030	74754029	UBL7
15	74753105	74754104	UBL7-AS1
15	74900212	74901211	CLK3
15	75017452	75018451	CYP1A1
15	75040683	75041682	CYP1A2
15	75073924	75074923	CSK
15	75080599	75081598	MIR4513
15	75104693	75105692	LMAN1L
15	75118450	75119449	CPLX3
15	75135053	75136052	ULK3
15	75132549	75133548	MIR6882
15	75165221	75166220	SCAMP2
15	75181845	75182844	MPI
15	75198736	75199735	FAM219B
15	75229996	75230995	COX5A
15	75249276	75250275	RPP25
15	75287375	75288374	SCAMP5
15	75315395	75316394	PPCDC
15	75521532	75522531	LOC105376731
15	75550398	75551397	GOLGA6C
15	75574681	75575680	GOLGA6D
15	75638830	75639829	NEIL1
15	75645527	75646526	MIR631
15	75660469	75661468	MAN2C1
15	75747625	75748624	SIN3A
15	75932165	75933164	IMP3
15	75940847	75941846	SNX33
15	76004690	76005689	CSPG4
15	76015818	76016817	ODF3L1
15	76054157	76055156	MIR4313
15	76195699	76196698	FBXO22
15	76224972	76225971	FBXO22-AS1
15	76473328	76474327	LOC101929439
15	76551994	76552993	TYRO3P
15	76628564	76629563	ISL2
15	76878487	76879486	MIR3713
15	77223461	77224460	RCN2
15	77286520	77287519	PSTPIP1
15	77363071	77364070	TSPAN3
15	77517247	77518246	LINC00597
15	77817436	77818435	LOC101929457
15	77933605	77934604	LINGO1-AS1
15	77951892	77952891	LINGO1-AS2
15	78218689	78219688	LOC645752
15	78286068	78287067	LOC91450
15	78369495	78370494	TBC1D2B
15	78384426	78385425	SH2D7
15	78423378	78424377	CIB2
15	78441218	78442217	IDH3A
15	78555986	78556985	DNAJA4
15	78591569	78592568	WDR61
15	78632165	78633164	CRABP1
15	78799405	78800404	HYKK
15	78832246	78833245	PSMA4
15	78857361	78858360	CHRNA5
15	78933088	78934087	CHRNB4
15	79043878	79044877	LOC646938
15	79103306	79104305	ADAMTS7
15	79236941	79237940	CTSH
15	79501629	79502628	MIR184
15	79574645	79575644	ANKRD34C
15	79724357	79725356	KIAA1024
15	80189128	80190127	MTHFS
15	80214949	80215948	ST20-MTHFS
15	80263144	80264143	BCL2A1
15	80351409	80352408	ZFAND6
15	80544104	80545103	LINC01314
15	80854786	80855785	LOC101929586
15	80872943	80873942	MIR5572
15	81133915	81134914	MIR549A
15	81289315	81290314	MIR4514
15	81292794	81293793	MESDC1
15	81426143	81427142	CFAP161
15	81616025	81617024	STARD5
15	82337985	82338984	MEX3B
15	82380434	82381433	LINC01583
15	82585120	82586119	ADAMTS7P1
15	82721684	82722683	GOLGA6L9
15	82824453	82825452	RPS17
15	82938698	82939697	GOLGA6L10
15	83023340	83024339	UBE2Q2P2
15	83113090	83114089	LOC102724034
15	83182478	83183477	GOLGA2P10
15	83316020	83317019	CPEB1-AS1
15	83382246	83383245	LOC338963
15	83408033	83409032	ACTG1P17
15	83418815	83419814	SNHG21
15	83474323	83475322	FSD2
15	83424196	83425195	SCARNA15
15	83620977	83621976	HOMER2
15	83654454	83655453	FAM103A1
15	83679894	83680893	C15orf40
15	83735607	83736606	BTBD1
15	83735586	83736585	MIR4515
15	83775737	83776736	TM6SF1
15	83876271	83877270	HDGFRP3
15	83952969	83953968	BNC1
15	84748438	84749437	EFTUD1P1
15	84839237	84840236	DNM1P41
15	84840741	84841740	UBE2Q2L
15	84860099	84861098	LOC440300
15	84898421	84899420	GOLGA2P7
15	84904024	84905023	GOLGA6L4
15	84976716	84977715	LOC103171574
15	85059579	85060578	GOLGA6L5P
15	85113527	85114526	UBE2Q2P1
15	85113379	85114378	LINC00933
15	85143748	85144747	ZSCAN2
15	85174190	85175189	SCAND2P
15	85201303	85202302	NMB
15	85259192	85260191	SEC11A
15	85359410	85360409	ALPK3
15	85748019	85749018	LOC642423
15	85783140	85784139	GOLGA6L3
15	85923326	85924325	MIR7706
15	86301457	86302456	LOC101929679
15	86337690	86338689	KLHL25
15	86313310	86314309	MIR1276
15	86368365	86369364	MIR548AP
15	86859700	86860699	AGBL1-AS1
15	87475610	87476609	LOC105370954
15	87531158	87532157	LOC102724452
15	88119659	88120658	LINC00052
15	88795460	88796459	NTRK3-AS1
15	89010134	89011133	MRPL46
15	89010183	89011182	MRPS11
15	89089435	89090434	DET1
15	89150837	89151836	MIR1179
15	89154555	89155554	MIR7-2
15	89154656	89155655	MIR3529
15	89164026	89165025	AEN
15	89178367	89179366	ISG20
15	89438358	89439357	HAPLN3
15	89456201	89457200	MFGE8
15	89764423	89765422	RLBP1
15	89786693	89787692	FANCI
15	89877527	89878526	POLG
15	89869542	89870541	MIR6766
15	89910747	89911746	MIR9-3
15	90039345	90040344	RHCG
15	90066766	90067765	LINC00928
15	90118317	90119316	TICRR
15	90222149	90223148	PLIN1
15	90233516	90234515	PEX11A
15	90233527	90234526	WDR93
15	90294041	90295040	MESP1
15	90319088	90320087	MESP2
15	90357573	90358572	ANPEP
15	90437118	90438117	AP3S2
15	90393454	90394453	MIR5094
15	90426763	90427762	MIR5009
15	90455723	90456722	ARPIN
15	90549486	90550485	MIR3174
15	90645287	90646286	IDH2
15	90727651	90728650	SEMA4B
15	90808492	90809491	CIB1
15	90776986	90777985	GDPGP1
15	90792263	90793262	TTLL13P
15	90808394	90809393	NGRN
15	90892180	90893179	GABARAPL3
15	90894976	90895975	ZNF774
15	91202964	91203963	LINC01585
15	91411321	91412320	FURIN
15	91427164	91428163	FES
15	91444947	91445946	MAN2A2
15	91475300	91476299	HDDC3
15	91497605	91498604	RCCD1
15	91537382	91538381	PRC1
15	91509098	91510097	PRC1-AS1
15	91565352	91566351	VPS33B
15	91565351	91566350	LOC101926911
15	92936616	92937615	ST8SIA2
15	93014277	93015276	LOC104613533
15	93014406	93015405	C15orf32
15	93114994	93115993	LINC00930
15	93338213	93339212	ASB9P1
15	93425572	93426571	LINC01578
15	93447128	93448127	MIR3175
15	93631944	93632943	RGMA
15	94399288	94400287	LOC101927153
15	94443329	94444328	LINC01579
15	95398091	95399090	LOC440311
15	95869830	95870829	LINC01197
15	95975821	95976820	LINC00924
15	96868656	96869655	NR2F2
15	96875989	96876988	MIR1469
15	97326068	97327067	SPATA8-AS1
15	97326136	97327135	SPATA8
15	98103429	98104428	LOC101927310
15	98503432	98504431	ARRDC4
15	98631483	98632482	LINC01582
15	99057112	99058111	FAM169B
15	99193951	99194950	IRAIN
15	99327154	99328153	MIR4714
15	99550525	99551524	PGPEP1L
15	99557432	99558431	LUNAR1
15	99644785	99645784	SYNM
15	99797229	99798228	HSP90B2P
15	100346633	100347632	DNM1P46
15	100890424	100891423	SPATA41
15	101098989	101099988	PRKXP1
15	101098370	101099369	LOC102723335
15	101141946	101142945	LINS1
15	101791638	101792637	CHSY1
15	101817226	101818225	SELENOS
15	101834988	101835987	SNRPA1
15	101849010	101850009	LOC100507472
15	101874141	101875140	PCSK6-AS1
15	102192095	102193094	TM2D3
15	102286574	102287573	LOC100128108
15	102345422	102346421	OR4F6
15	102357889	102358888	OR4F15
15	102381821	102382820	OR4F13P
15	102462763	102463762	OR4F4
15	102494587	102495586	FAM138E
15	102500300	102501299	MIR1302-10
15	102500515	102501514	WASH3P
15	102518797	102519796	DDX11L9
16	67062549	67063548	CBFB
16	25122546	25123545	LCMT1
16	50299950	50300949	ADCY7
16	75498136	75499135	TMEM170A
16	2097371	2098370	NTHL1
16	3148819	3149818	ZSCAN10
16	6068631	6069630	RBFOX1
16	10479411	10480410	ATF7IP2
16	12070090	12071089	SNX29
16	14723629	14724628	PARN
16	15736524	15737523	KIAA0430
16	18937227	18938226	SMG1
16	21170263	21171262	DNAH3
16	22018955	22019954	C16orf52
16	23846799	23847798	PRKCB
16	27279614	27280613	NSMCE1
16	28303339	28304338	SBK1
16	29313107	29314106	SNX29P2
16	30389132	30390131	ZNF48
16	34597286	34598285	LINC01566
16	47177478	47178477	ITFG1-AS1
16	48268589	48269588	ABCC11
16	53467831	53468830	RBL2
16	55542412	55543411	LPCAT2
16	57653104	57654103	ADGRG1
16	62070240	62071239	CDH8
16	65155541	65156540	CDH11
16	68118768	68119767	NFATC3
16	70259437	70260436	SMG1P7
16	72698409	72699408	LINC01572
16	74454869	74455868	CLEC18B
16	76310614	76311613	CNTNAP4
16	78132809	78133808	WWOX
16	80837676	80838675	CDYL2
16	82659898	82660897	CDH13
16	82806423	82807422	LOC101928446
16	84853086	84854085	CRISPLD2
16	87984537	87985536	BANP
16	90168171	90169170	FAM157C
16	126517	127516	MPG
16	278982	279981	LUC7L
16	402177	403176	AXIN1
16	475167	476166	RAB11FIP3
16	638856	639855	RAB40C
16	790539	791538	NARFL
16	1030819	1031818	LMF1
16	1464222	1465221	UNKL
16	1661610	1662609	IFT140
16	1664140	1665139	CRAMP1
16	1832423	1833422	NUBP2
16	1967825	1968824	HS3ST6
16	2245966	2246965	CASKIN1
16	2390248	2391247	ABCA3
16	2478894	2479893	CCNF
16	2587464	2588463	PDPK1
16	2731994	2732993	KCTD5
16	3013716	3014715	KREMEN2
16	3284958	3285957	ZNF200
16	3929622	3930621	CREBBP
16	4165687	4166686	ADCY9
16	4466463	4467462	CORO7-PAM16
16	4466463	4467462	CORO7
16	4588317	4589316	CDIP1
16	4674324	4675323	MGRN1
16	4852452	4853451	ROGDI
16	4986637	4987636	PPL
16	5115647	5116646	C16orf89
16	8767943	8768942	ABAT
16	8891169	8892168	PMM2
16	9056842	9057841	USP7
16	10276112	10277111	GRIN2A
16	10788303	10789302	TEKT5
16	10912152	10913151	TVP23A
16	10970554	10971553	CIITA
16	11037844	11038843	CLEC16A
16	11680823	11681822	LITAF
16	11836235	11837234	TXNDC11
16	12897245	12898244	CPPED1
16	12994976	12995975	SHISA9
16	14013513	14014512	ERCC4
16	14164669	14165668	MKL2
16	14395644	14396643	MIR193BHG
16	14805045	14806044	NPIPA3
16	14927142	14928141	NOMO1
16	15068319	15069318	PDXDC1
16	15224959	15225958	PKD1P6-NPIPP1
16	15471652	15472651	NPIPA5
16	15527824	15528823	C16orf45
16	15950388	15951387	MYH11
16	16042933	16043932	ABCC1
16	16316829	16317828	ABCC6
16	16325888	16326887	NOMO3
16	17564239	17565238	XYLT1
16	18994755	18995754	TMC7
16	19178655	19179654	SYT17
16	19532968	19533967	GDE1
16	19566236	19567235	C16orf62
16	19727277	19728276	IQCK
16	20084601	20085600	GPR139
16	20420355	20421354	ACSM5
16	20587196	20588195	ACSM2B
16	20817266	20818265	LOC81691
16	21360183	21361182	SNX29P1
16	21513103	21514102	SMG1P3
16	21608041	21609040	METTL9
16	21689334	21690333	OTOA
16	22103358	22104357	VWA3A
16	22217091	22218090	EEF2K
16	22396589	22397588	MFSD13B
16	22524343	22525342	NPIPB5
16	23193539	23194538	SCNN1G
16	23313090	23314089	SCNN1B
16	23464013	23465012	COG7
16	23607140	23608139	NDUFAB1
16	23724322	23725321	ERN2
16	24740548	24741547	TNRC6A
16	24856683	24857682	SLC5A11
16	25702846	25703845	HS3ST4
16	27560752	27561751	GTF3C1
16	27560967	27561966	KIAA0556
16	28074331	28075330	GSG1L
16	28222740	28223739	XPO6
16	28564748	28565747	SGF29
16	28699378	28700377	EIF3C
16	28833868	28834867	ATXN2L
16	28961817	28962816	NFATC2IP
16	29085662	29086661	RRN3P2
16	29624539	29625538	SMG1P2
16	29910086	29911085	SEZ6L2
16	30007029	30008028	INO80E
16	30670339	30671338	FBRS
16	30934091	30935090	FBXL19-AS1
16	31190930	31191929	FUS
16	31270787	31271786	ITGAM
16	46602510	46603509	ANKRD26P1
16	46796659	46797658	MYLK3
16	46917791	46918790	GPT2
16	47494686	47495685	ITFG1
16	47494709	47495708	PHKB
16	48277577	48278576	LONP2
16	48643621	48644620	N4BP1
16	49407218	49408217	C16orf78
16	49891331	49892330	ZNF423
16	50058616	50059615	CNEP1R1
16	50186328	50187327	PAPD5
16	50581740	50582739	NKD1
16	52291975	52292974	CASC22
16	52581215	52582214	TOX3
16	53086286	53087285	LOC105371267
16	53088444	53089443	CHD9
16	53737374	53738373	FTO
16	55690055	55691054	SLC6A2
16	55989444	55990443	CES5A
16	56224750	56225749	GNAO1
16	56484891	56485890	OGFOD1
16	56995334	56996333	CETP
16	57125954	57126953	CPNE2
16	57405872	57406871	CX3CL1
16	57836437	57837436	KIFC3
16	58004521	58005520	CNGB1
16	58058969	58059968	MMP15
16	58231283	58232282	CSNK2A2
16	58328452	58329451	PRSS54
16	58663291	58664290	CNOT1
16	59888756	59889755	LINC02141
16	65609704	65610703	LINC00922
16	66730111	66731110	CMTM4
16	66864380	66865379	NAE1
16	66967846	66968845	CES2
16	67360246	67361245	LRRC36
16	67514590	67515589	ATP6V0D1
16	67595809	67596808	CTCF
16	67840056	67841055	RANBP10
16	67880134	67881133	NUTF2
16	68033990	68034989	DPEP2
16	68278746	68279745	PLA2G15
16	68481910	68482909	SMPD3
16	68678238	68679237	CDH3
16	68770692	68771691	CDH1
16	68877008	68878007	TANGO6
16	69220549	69221548	SNTB2
16	69457997	69458996	CYB5B
16	69599368	69600367	NFAT5
16	69795686	69796685	WWP2
16	69984107	69985106	CLEC18A
16	70380231	70381230	DDX19A
16	70556958	70557957	COG4
16	70613297	70614296	IL34
16	70834562	70835561	VAC14
16	71264126	71265125	HYDIN
16	71559522	71560521	CHST4
16	71758105	71759104	PHLPP2
16	71842477	71843476	AP1G1
16	71927810	71928809	IST1
16	72087990	72088989	HP
16	73092035	73093034	ZFHX3
16	74640543	74641542	GLG1
16	74734547	74735546	MLKL
16	75018518	75019517	WDR59
16	75032414	75033413	ZNRF1
16	75466888	75467887	CFDP1
16	76668394	76669393	LINC02125
16	77468512	77469511	ADAMTS18
16	77821960	77822959	VAT1L
16	79803867	79804866	LINC01229
16	80596533	80597532	LOC102724084
16	80925994	80926993	PRCAT47
16	81348070	81349069	GAN
16	81478274	81479273	CMIP
16	81812362	81813361	PLCG2
16	82203330	82204329	MPHOSPH6
16	84001736	84002735	NECAB2
16	84150049	84151048	MBTPS1
16	84401628	84402627	ATP2C2
16	84733054	84734053	USP10
16	85060856	85061855	KIAA0513
16	85722089	85723088	GINS2
16	86378786	86379785	LINC00917
16	86755196	86756195	LOC102724344
16	87425214	87426213	FBXO31
16	87634940	87635939	JPH3
16	87969613	87970612	CA5A
16	88729280	88730279	SNAI3-AS1
16	89043005	89044004	CBFA2T3
16	89237662	89238661	CDH15
16	89556470	89557469	ANKRD11
16	89387040	89388039	LOC100287036
16	89641675	89642674	CPNE7
16	89786895	89787894	VPS9D1
16	89777763	89778762	VPS9D1-AS1
16	89894406	89895405	SPIRE2
16	90038487	90039486	AFG3L1P
16	61054	62053	DDX11L10
16	66620	67619	MIR6859-4
16	72415	73414	WASIR2
16	103133	104132	POLR3K
16	103328	104327	SNRNP25
16	122130	123129	RHBDF1
16	188198	189197	NPRL3
16	202353	203352	HBZ
16	215472	216471	HBM
16	222345	223344	HBA2
16	226149	227148	HBA1
16	229832	230831	HBQ1
16	284044	285043	FAM234A
16	325444	326443	RGS11
16	330105	331104	ARHGDIG
16	332617	333616	PDIA2
16	420070	421069	MRPL28
16	431451	432450	TMEM8A
16	431740	432739	LOC100134368
16	446254	447253	NME4
16	451357	452356	DECR2
16	576908	577907	LINC00235
16	577355	578354	CAPN15
16	584815	585814	MIR5587
16	592776	593775	MIR3176
16	609921	610920	PRR35
16	616494	617493	NHLRC4
16	619467	620466	PIGQ
16	680511	681510	WFIKKN1
16	685867	686866	METTL26
16	691303	692302	MCRIP2
16	698814	699813	LOC105371038
16	698862	699861	WDR90
16	717582	718581	RHOT2
16	725165	726164	RHBDL1
16	729278	730277	LOC105371184
16	729610	730609	STUB1
16	733947	734946	JMJD8
16	739925	740924	WDR24
16	755326	756325	FBXL16
16	764672	765671	METRN
16	770641	771640	FAM173A
16	775974	776973	CCDC78
16	776435	777434	HAGHL
16	810264	811263	MSLN
16	819682	820681	MIR662
16	837884	838883	RPUSD1
16	838121	839120	CHTF18
16	850234	851233	GNG13
16	854942	855941	PRR25
16	970532	971531	LMF1-AS1
16	1031307	1032306	SOX8
16	1128232	1129231	SSTR5-AS1
16	1122255	1123254	SSTR5
16	1145745	1146744	C1QTNF8
16	1202740	1203739	CACNA1H
16	1274755	1275754	TPSG1
16	1279686	1280685	TPSB2
16	1290177	1291176	TPSAB1
16	1305772	1306771	TPSD1
16	1358653	1359652	UBE2I
16	1383105	1384104	BAIAP3
16	1401374	1402373	TSR3
16	1401399	1402398	GNPTG
16	1470302	1471301	C16orf91
16	1493991	1494990	CCDC154
16	1524586	1525585	CLCN7
16	1538411	1539410	PTX4
16	1542851	1543850	TELO2
